"#","kpi_layer","role","data_role","antifragility_property","theme","source_deliverable","section","original_term","standardised_variable_name","definition","unit","spatial_scale","temporal_scale","static_or_dynamic","time_series_possible","update_frequency","data_type","expected_data_source","availability","availability_notes","proxy_possible","proxy_variable","collection_method","priority","remarks"
"199","Layer 2","computed_variable","output","Post-Disruption Overcompensation","disruption","D3.2","§Stage 3; Table 9","""ΔEs = 1 − (Epost/Ebase): relative loss in composite performance index; five-class impact scale: <0.05 Negligible, 0.05–0.15 Minor, 0.15–0.30 Moderate, 0.30–0.50 Major, >0.50 Catastrophic""","performance_based_vulnerability_delta_Es","Relative performance loss under disruption scenario s: ΔEs = 1 − (Epost/Ebase) where Ebase and Epost are the Tier 2 performance index values; mapped to 5-class impact scale; primary cross-scenario comparison metric","dimensionless [0,1]","city","irregular","dynamic","yes","per scenario","numeric","D2.3 equilibrium model output (Ebase, Epost)","not yet collected","D3.2 Stage 3 worked example: BA_FLOOD_01 → ΔEs=0.29; D3.2 Table 9 impact thresholds","no","—","D2.3 equilibrium model run: baseline vs. post-disruption scenario","high","D3.2 key performance-based vulnerability metric; captures what ΔEs threshold maps to risk class"
"200","Layer 2","computed_variable","output","Equity Maintenance","social","D3.2","§Annex C.2, Equation 27","""requity = ΔEvulnerable group / ΔEgeneral — equity ratio; if requity > 1.5: increase impact category by 1""","equity_ratio_vulnerable_group","Ratio of performance loss (ΔE) experienced by a specific vulnerable group (elderly, low-income, car-less) to performance loss experienced by the general population under the same scenario; threshold: >1.5 triggers impact category escalation","ratio [0,∞)","city","irregular","dynamic","yes","per scenario","numeric","Group-disaggregated performance monitoring; GTFS + census accessibility","not yet collected","D3.2 Equation 27; 1.5 threshold based on transport equity analysis practice; cities may adjust via Stage 4","yes","equity_index_Q","Disaggregated accessibility model; census stratification","high","D3.2 equity escalation rule; new variable — D2.3 Q(t) is group equity inequality index; this is ratio of group-specific ΔE to general ΔE"
"201","Layer 2","computed_variable","output","Equity Maintenance","social","D3.2","§Stage 3, worked example","""ΔQs = (Qpost − Qbase)/(1 − Qbase) — group-specific equity vulnerability; example: ΔQs=0.31 for elderly → Major equity vulnerability""","group_equity_vulnerability_delta_Qs","Normalised change in equity index for a specific group under scenario s: ΔQs = (Qpost − Qbase)/(1 − Qbase); measures disproportionate equity impact; value 0.31 = Major equity vulnerability in worked example","dimensionless [0,1]","city","irregular","dynamic","yes","per scenario","numeric","Group-disaggregated equity index Q(t) pre/post disruption","not yet collected","D3.2 worked example: elderly group Q from 0.25 to 0.48 → ΔQs=0.31; distinct from ΔEs","no","—","Q(t) disaggregated by equity group; computed per scenario","high","D3.2 group-specific equity vulnerability; complements system-level ΔEs; new computed variable"
"202","Layer 2","computed_variable","output","Equity Maintenance","social","D3.2","§Annex C.2","""Equity adjustment (post-triangulation): After determining base impact category, check equity ratio. If requity > 1.5: Increase impact category by 1 (reflects ethical priority)""","equity_escalation_flag","Binary flag indicating whether a scenario's impact category must be escalated by 1 due to disproportionate impact on vulnerable groups (equity ratio requity > 1.5 threshold); post-triangulation adjustment","binary","city","irregular","dynamic","yes","per scenario","binary","D3.2 requity calculation; equity ratio per scenario","not yet collected","D3.2 Annex C.2; documented as: ""Impact increased from Cat 3 to Cat 4 due to disproportionate effect on low-income workers (requity=2.3)""","no","—","Computed from requity; threshold check","medium","D3.2 governance/equity mechanism; new dimension; triggers mandatory escalation in risk matrix"
"203","Layer 2","computed_variable","output","Equity Maintenance","social","D3.2","§Stage 2, Step 2.4","""Travel time adjustment: Apply group-specific multipliers (e.g., 1.3× for elderly)""","group_travel_time_multiplier","Group-specific travel time multiplier applied to OD matrix under disruption scenarios to capture differential mobility impacts on equity groups (e.g., elderly: 1.3×; mobility-impaired: potentially higher); used in D2.3 model scenario parameterisation","multiplier [≥1.0]","neighbourhood","irregular","dynamic","yes","per scenario","numeric","Household travel surveys; accessibility studies; Stage 4 consultation","not yet collected","D3.2 Step 2.4 example: 1.3× for elderly; elicited through Stage 4 stakeholder consultation","yes","citizen_mobility_constraint_flag","Stage 4 structured consultation; travel survey disaggregation","medium","D3.2 scenario parameter for equity-disaggregated modelling; new variable"
"204","Layer 2","computed_variable","output","Adaptive Capacity","disruption","D3.2","§Stage 2, Step 2.4","""Capacity reduction: Capost = (1 − δa,s)·Cabase where δa,s ∈ [0,1] is the fractional capacity loss for link a under scenario s""","link_capacity_reduction_delta","Fractional capacity loss parameter for network link a under disruption scenario s: δa,s ∈ [0,1]; 0 = no reduction, 1 = complete closure; used to update link capacity vector in D2.3 equilibrium model","dimensionless [0,1]","corridor","irregular","dynamic","yes","per scenario","numeric","Hazard intensity assessment; historical disruption records; D2.1 catalogue","not yet collected","D3.2 Step 2.4; example BA_FLOOD_01: links A1–A3 δ=1.0 (closure), links B1–B2 δ=0.4 (40% reduction)","no","—","Expert estimation from hazard intensity × network fragility; calibrated to D2.1 comparable events","high","D3.2 scenario input parameter; new variable; direct input to D2.3 equilibrium model run"
"205","Layer 2","computed_variable","output","Adaptive Capacity","demand","D3.2","§Stage 2, Step 2.4","""Demand modification: Reduce or redistribute trips based on accessibility thresholds or deferral rates — elderly demand: 150 → 128 trips (15% deferral)""","demand_deferral_rate","Proportion of trips deferred or suppressed for a given user/equity group under a disruption scenario; expressed as % reduction in OD demand; group-specific (e.g., 15% for elderly in flood scenario); applied to OD matrix update","%","neighbourhood","irregular","dynamic","yes","per scenario","numeric","Household travel survey; transport model sensitivity analysis; Stage 4 consultation","not yet collected","D3.2 Step 2.4 example: elderly 15% deferral; elicited through Stage 4 or calibrated from historical demand","yes","citizen_mobility_constraint_flag","Stage 4 consultation; travel survey; stated preference study","high","D3.2 scenario parameter for equity-disaggregated demand modelling; new variable"
"206","Layer 2","parameter","parameter","Stressor Response","disruption","D3.2 · KPI_Gap_Analysis (§2 Table: αs links D2.1 domain/scale/severity to vulnerability formula vi,s)","§Stage 2, Table 4","""Scenario typology with prioritisation criteria — D2.1 classification: domain, scale, severity level (e.g., Level 4 – High), and αs""","scenario_severity_multiplier_alpha","Scenario severity multiplier αs ∈ [0.5, 2.0] derived from D2.1 disruption classification (domain, scale, severity level); scales element vulnerability scores; αs=1.0 for median scenario; >1.0 for severe","dimensionless [0.5, 2.0]","city","irregular","static","no","per scenario","numeric","D2.1 event catalogue; expert assessment; D3.2 scenario template","not yet collected","D3.2 Stage 2; αs range [0.5, 2.0] per D3.2 formula; links D2.1 severity to vulnerability model","no","—","D2.1 severity classification mapped to αs scale; expert elicitation","high","D3.2 key scenario parameter; new; needed for element vulnerability formula vi,s"
"207","Layer 2","computed_variable","output","Institutional Learning","disruption","D3.2","§Stage 4, Table 6","""Stage 4 validation data sources — expert consultation (n=9), pan-European citizen survey (n=140), D2.2 social acceptability workshops: Bratislava n=34, Larissa n=24, Thessaloniki n=11""","stage4_validation_convergence_score","Proportion of Stage 4 research questions with convergent evidence across multiple validation sources (citizen survey, expert Delphi, forum workshops); D3.2 reports 11 of 12 questions with convergent evidence","proportion [0,1]","city","irregular","static","no","per pilot city","numeric","Expert Delphi (n=9); citizen survey (n=140); D2.2 workshops","available (D3.2 §8)","11/12 questions = 0.917 convergence; remaining gap: city-specific deliberated KPI weights","no","—","Multi-source triangulation; Cheong et al. criteria","medium","D3.2 Stage 4 validation metric; new methodological quality indicator"
"208","Layer 2","computed_variable","output","General/Context","disruption","D3.2","§Stage 5, Table 8","""Vulnerability profile — four-dimensional summary: network elements/corridors, functions, user/equity groups, event domains/scales""","vulnerability_profile_key_impact","Structured text field documenting the key vulnerability finding per scenario: critical element, affected group, ΔEs, vi,s, and key impact description (e.g., ""Hospital access +68% time""); primary output of Stage 5 synthesis","text","city","irregular","dynamic","yes","per scenario","text","D3.2 Stage 3 outputs; equity analysis","not yet collected","D3.2 Table 8 structure; used for risk prioritisation and SUMA visualisation","no","—","Populated from Stage 3 and Stage 4 outputs; scenario documentation template","high","D3.2 Stage 5 vulnerability profile output; structured text; new variable"
